url,route_pattern,page_type,content_source,status,production_http_status,indexability_intent,robots_directive,canonical,canonical_http_status,in_sitemap,linked_from_navigation,internal_inlinks,internal_outlinks,published,publish_date,updated_date,staged,intent_source,notes
https://www.expatcopilot.com/netherlands/life/,/netherlands/life,guide,app_router:app/netherlands/life/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/community-basics-netherlands/,/netherlands/life/community-basics-netherlands,guide,app_router:app/netherlands/life/community-basics-netherlands/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/community-basics-netherlands/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dating-in-the-netherlands/,/netherlands/life/dating-in-the-netherlands,guide,app_router:app/netherlands/life/dating-in-the-netherlands/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dating-in-the-netherlands/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-birthday-traditions/,/netherlands/life/dutch-birthday-traditions,guide,app_router:app/netherlands/life/dutch-birthday-traditions/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-birthday-traditions/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-culture/,/netherlands/life/dutch-culture,guide,app_router:app/netherlands/life/dutch-culture/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-culture/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-etiquette/,/netherlands/life/dutch-etiquette,guide,app_router:app/netherlands/life/dutch-etiquette/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-etiquette/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-holidays-and-traditions/,/netherlands/life/dutch-holidays-and-traditions,guide,app_router:app/netherlands/life/dutch-holidays-and-traditions/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-holidays-and-traditions/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-humour/,/netherlands/life/dutch-humour,guide,app_router:app/netherlands/life/dutch-humour/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-humour/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/dutch-social-norms/,/netherlands/life/dutch-social-norms,guide,app_router:app/netherlands/life/dutch-social-norms/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/dutch-social-norms/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/expat-loneliness-netherlands/,/netherlands/life/expat-loneliness-netherlands,guide,app_router:app/netherlands/life/expat-loneliness-netherlands/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/expat-loneliness-netherlands/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/making-dutch-friends/,/netherlands/life/making-dutch-friends,guide,app_router:app/netherlands/life/making-dutch-friends/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/life/making-dutch-friends/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/life/making-friends/,/netherlands/life/making-friends,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/making-dutch-friends/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/making-dutch-friends/; permanent redirect → /netherlands/life/making-dutch-friends/
https://www.expatcopilot.com/netherlands/living/,/netherlands/living,guide,app_router:app/netherlands/living/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/apps/,/netherlands/living/apps,guide,app_router:app/netherlands/living/apps/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/apps/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/asian-supermarkets-netherlands/,/netherlands/living/asian-supermarkets-netherlands,guide,scheduledGuides.ts,scheduled_future,404,STAGED_NOT_LAUNCHED,,,404,no,no,,,no,2026-09-21,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Asian supermarkets""; publishDate=2026-09-21; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/beach-towns-netherlands/,/netherlands/living/beach-towns-netherlands,guide,scheduledGuides.ts,scheduled_future,404,STAGED_NOT_LAUNCHED,,,404,no,no,,,no,2026-10-17,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Beach towns""; publishDate=2026-10-17; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/best-supermarkets-netherlands/,/netherlands/living/best-supermarkets-netherlands,guide,scheduledGuides.ts,scheduled_future,404,STAGED_NOT_LAUNCHED,,,404,no,no,,,no,2026-09-18,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Best supermarkets""; publishDate=2026-09-18; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/bike-sharing-netherlands/,/netherlands/living/bike-sharing-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-13,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Bike sharing""; publishDate=2026-09-13; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/buying-a-car-netherlands/,/netherlands/living/buying-a-car-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/buying-a-car-netherlands/,,yes,no,,,yes,2026-08-26,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Buying a car""; publishDate=2026-08-26; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/car-insurance-netherlands/,/netherlands/living/car-insurance-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/car-insurance-netherlands/,,yes,no,,,yes,2026-08-29,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Car insurance""; publishDate=2026-08-29; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/car-sharing-netherlands/,/netherlands/living/car-sharing-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/car-sharing-netherlands/,,yes,no,,,yes,2026-09-04,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Car sharing""; publishDate=2026-09-04; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/castles-netherlands/,/netherlands/living/castles-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-17,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Castles""; publishDate=2026-10-17; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/cheap-groceries-netherlands/,/netherlands/living/cheap-groceries-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-21,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Cheap groceries""; publishDate=2026-09-21; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/community-basics/,/netherlands/living/community-basics,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/community-basics-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/community-basics-netherlands/; permanent redirect → /netherlands/life/community-basics-netherlands/
https://www.expatcopilot.com/netherlands/living/culture-etiquette/,/netherlands/living/culture-etiquette,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/dutch-etiquette/,,no,yes,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/dutch-etiquette/; permanent redirect → /netherlands/life/dutch-etiquette/
https://www.expatcopilot.com/netherlands/living/cycling-netherlands/,/netherlands/living/cycling-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-13,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Cycling""; publishDate=2026-09-13; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/daily-life/,/netherlands/living/daily-life,guide,app_router:app/netherlands/living/daily-life/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/daily-life/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/day-trips-netherlands/,/netherlands/living/day-trips-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-19,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Day trips""; publishDate=2026-10-19; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/digid-awareness/,/netherlands/living/digid-awareness,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/digid-awareness/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/digid-awareness/; permanent redirect → /netherlands/digid-awareness/
https://www.expatcopilot.com/netherlands/living/driving-licence-exchange-netherlands/,/netherlands/living/driving-licence-exchange-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/driving-licence-exchange-netherlands/,,yes,no,,,yes,2026-08-26,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Driving licence exchange""; publishDate=2026-08-26; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/dutch-supermarkets/,/netherlands/living/dutch-supermarkets,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-18,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Dutch supermarkets""; publishDate=2026-09-18; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/electric-vehicles-netherlands/,/netherlands/living/electric-vehicles-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/electric-vehicles-netherlands/,,yes,no,,,yes,2026-09-04,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Electric vehicles""; publishDate=2026-09-04; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/emergencies-safety/,/netherlands/living/emergencies-safety,guide,app_router:app/netherlands/living/emergencies-safety/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/emergencies-safety/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/emergencies/,/netherlands/living/emergencies,guide,app_router:app/netherlands/living/emergencies/page.tsx,exists_in_codebase,,UNKNOWN,,,,no,no,,,,,,,,
https://www.expatcopilot.com/netherlands/living/energy-and-water/,/netherlands/living/energy-and-water,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/utilities/energy-and-water-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/utilities/energy-and-water-netherlands/; permanent redirect → /netherlands/utilities/energy-and-water-netherlands/
https://www.expatcopilot.com/netherlands/living/food-delivery-netherlands/,/netherlands/living/food-delivery-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-27,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Food delivery""; publishDate=2026-09-27; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/getting-around/,/netherlands/living/getting-around,guide,app_router:app/netherlands/living/getting-around/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/getting-around/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/government-portals-overview/,/netherlands/living/government-portals-overview,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/government-portals-overview/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/healthcare-basics/,/netherlands/living/healthcare-basics,guide,app_router:app/netherlands/living/healthcare-basics/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/healthcare-basics/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/hidden-gems-netherlands/,/netherlands/living/hidden-gems-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-15,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Hidden gems""; publishDate=2026-10-15; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/hiking-netherlands/,/netherlands/living/hiking-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-12,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Hiking""; publishDate=2026-10-12; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/housing-costs/,/netherlands/living/housing-costs,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/housing/housing-costs-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/housing/housing-costs-netherlands/; permanent redirect → /netherlands/housing/housing-costs-netherlands/
https://www.expatcopilot.com/netherlands/living/housing/,/netherlands/living/housing,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/housing/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/housing/; permanent redirect → /netherlands/housing/
https://www.expatcopilot.com/netherlands/living/indian-supermarkets-netherlands/,/netherlands/living/indian-supermarkets-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-24,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Indian supermarkets""; publishDate=2026-09-24; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/international-supermarkets-netherlands/,/netherlands/living/international-supermarkets-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-21,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""International supermarkets""; publishDate=2026-09-21; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/internet-and-mobile/,/netherlands/living/internet-and-mobile,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/utilities/internet-and-mobile-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/utilities/internet-and-mobile-netherlands/; permanent redirect → /netherlands/utilities/internet-and-mobile-netherlands/
https://www.expatcopilot.com/netherlands/living/language/,/netherlands/living/language,guide,app_router:app/netherlands/living/language/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/language/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/lease-cars-netherlands/,/netherlands/living/lease-cars-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/lease-cars-netherlands/,,yes,no,,,yes,2026-09-04,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Lease cars""; publishDate=2026-09-04; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/making-dutch-friends/,/netherlands/living/making-dutch-friends,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/life/making-dutch-friends/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/life/making-dutch-friends/; permanent redirect → /netherlands/life/making-dutch-friends/
https://www.expatcopilot.com/netherlands/living/meal-kits-netherlands/,/netherlands/living/meal-kits-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-27,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Meal kits""; publishDate=2026-09-27; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/metro-netherlands/,/netherlands/living/metro-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-10,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Metro""; publishDate=2026-09-10; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/mot-apk-netherlands/,/netherlands/living/mot-apk-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/mot-apk-netherlands/,,yes,no,,,yes,2026-09-01,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""MOT / APK""; publishDate=2026-09-01; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/municipality-services/,/netherlands/living/municipality-services,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/practical-life/municipality-services-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/practical-life/municipality-services-netherlands/; permanent redirect → /netherlands/practical-life/municipality-services-netherlands/
https://www.expatcopilot.com/netherlands/living/museums-netherlands/,/netherlands/living/museums-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-15,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Museums""; publishDate=2026-10-15; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/national-parks-netherlands/,/netherlands/living/national-parks-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-12,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""National parks""; publishDate=2026-10-12; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/ns-trains-netherlands/,/netherlands/living/ns-trains-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-07,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""NS trains""; publishDate=2026-09-07; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/ov-chipkaart-netherlands/,/netherlands/living/ov-chipkaart-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-07,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""OV-chipkaart""; publishDate=2026-09-07; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/ovpay-netherlands/,/netherlands/living/ovpay-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-07,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""OVpay""; publishDate=2026-09-07; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/parking-and-local-permits/,/netherlands/living/parking-and-local-permits,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/practical-life/parking-and-local-permits-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/practical-life/parking-and-local-permits-netherlands/; permanent redirect → /netherlands/practical-life/parking-and-local-permits-netherlands/
https://www.expatcopilot.com/netherlands/living/payments/,/netherlands/living/payments,guide,app_router:app/netherlands/living/payments/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/payments/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/privacy-and-safety-basics/,/netherlands/living/privacy-and-safety-basics,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/practical-life/privacy-and-safety-basics-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/practical-life/privacy-and-safety-basics-netherlands/; permanent redirect → /netherlands/practical-life/privacy-and-safety-basics-netherlands/
https://www.expatcopilot.com/netherlands/living/regional-buses-netherlands/,/netherlands/living/regional-buses-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-10,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Regional buses""; publishDate=2026-09-10; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/registering-your-address/,/netherlands/living/registering-your-address,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/practical-life/registering-your-address-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/practical-life/registering-your-address-netherlands/; permanent redirect → /netherlands/practical-life/registering-your-address-netherlands/
https://www.expatcopilot.com/netherlands/living/rental-contracts-and-deposits/,/netherlands/living/rental-contracts-and-deposits,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/housing/rental-contracts-and-deposits-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/housing/rental-contracts-and-deposits-netherlands/; permanent redirect → /netherlands/housing/rental-contracts-and-deposits-netherlands/
https://www.expatcopilot.com/netherlands/living/rental-market/,/netherlands/living/rental-market,guide,,,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/rental-market/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/restaurants-netherlands/,/netherlands/living/restaurants-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-30,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Restaurants""; publishDate=2026-09-30; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/road-tax-netherlands/,/netherlands/living/road-tax-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/road-tax-netherlands/,,yes,no,,,yes,2026-08-29,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Road tax""; publishDate=2026-08-29; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/road-trips-netherlands/,/netherlands/living/road-trips-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-10-19,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""Road trips""; publishDate=2026-10-19; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/shopping-groceries/,/netherlands/living/shopping-groceries,guide,app_router:app/netherlands/living/shopping-groceries/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/shopping-groceries/,,yes,no,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
https://www.expatcopilot.com/netherlands/living/south-african-shops-netherlands/,/netherlands/living/south-african-shops-netherlands,guide,scheduledGuides.ts,scheduled_future,,STAGED_NOT_LAUNCHED,,,,no,no,,,no,2026-09-24,,yes,SCHEDULED_GUIDES,"SCHEDULED_GUIDES title=""South African shops""; publishDate=2026-09-24; as_of=2026-09-06 future→middleware 404 + nav coming-soon + omit sitemap"
https://www.expatcopilot.com/netherlands/living/speed-cameras-netherlands/,/netherlands/living/speed-cameras-netherlands,guide,scheduledGuides.ts,scheduled_live,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/speed-cameras-netherlands/,,yes,no,,,yes,2026-09-01,,no,prod_sitemap+SCHEDULED_GUIDES,"Present in production /sitemap.xml as of audit fetch; SCHEDULED_GUIDES title=""Speed cameras""; publishDate=2026-09-01; as_of=2026-09-06 past/live"
https://www.expatcopilot.com/netherlands/living/subscriptions-and-cancellations/,/netherlands/living/subscriptions-and-cancellations,redirect_alias,next.config.js redirects,permanent_redirect,,REDIRECT,,https://www.expatcopilot.com/netherlands/practical-life/subscriptions-and-cancellations-netherlands/,,no,no,,,n/a,,,no,next_config_redirect+next_config_redirect,permanent redirect → /netherlands/practical-life/subscriptions-and-cancellations-netherlands/; permanent redirect → /netherlands/practical-life/subscriptions-and-cancellations-netherlands/
https://www.expatcopilot.com/netherlands/living/survival-guide/,/netherlands/living/survival-guide,guide,app_router:app/netherlands/living/survival-guide/page.tsx,exists_in_codebase,,INDEXABLE,,https://www.expatcopilot.com/netherlands/living/survival-guide/,,yes,yes,,,yes,,,no,prod_sitemap,Present in production /sitemap.xml as of audit fetch
