path,first_status,location,edge_count,known
/netherlands/settling-in-netherlands,308,/netherlands/after-arriving-netherlands,2,False
/netherlands/services/storage-companies,404,,2,False
/netherlands/work/contracts/offer-comparison,200,,2,False
/netherlands/culture/kings-day,200,,2,True
/netherlands/culture/dutch-social-calendar,200,,2,True
/netherlands/culture/written-follow-ups,200,,2,True
/netherlands/moving-mistakes-netherlands,200,,2,True
/netherlands/moving/moving-to-netherlands-from/philippines,200,,2,True
/netherlands/culture/invitations-and-planning,200,,2,True
/netherlands/moving/moving-to-netherlands-from/nigeria,200,,2,True
/netherlands/can-i-open-bank-account-before-bsn,308,/netherlands/open-bank-account-netherlands/#bsn,1,False
/netherlands/cities/tilburg,200,,1,False
/netherlands/family,200,,1,False
/netherlands/finding-apartment-netherlands,200,,1,False
/netherlands/integration/tools/inburgering-timeline-planner,308,/netherlands/integration/tools/integration-requirement-checker,1,False
/netherlands/integration/tools/knm-knowledge-quiz,308,/netherlands/integration/tools/inburgering-exam-readiness-checker,1,False
/netherlands/health/tools/dutch-health-insurance-comparison-tool,200,,1,False
/netherlands/health/tools/insurance-comparison-tool,200,,1,False
/netherlands/housing/tools/buy-vs-rent-calculator,200,,1,False
/netherlands/housing/tools/dutch-rental-budget-calculator,200,,1,False
/netherlands/housing/tools/deposit-return-risk-checker,200,,1,False
/netherlands/housing/tools/mortgage-eligibility-estimator,200,,1,False
/netherlands/housing/tools/mortgage-comparison-tool,200,,1,False
/netherlands/living/energy-and-water,308,/netherlands/utilities/energy-and-water-netherlands,1,False
/netherlands/living/hidden-gems-netherlands,404,,1,False
/netherlands/living/weekend-trips-netherlands,404,,1,False
/netherlands/moving-to-the-netherlands-with-family,200,,1,False
/netherlands/money/taxes,200,,1,False
/netherlands/money/tools/employment-tax-overview-tool,200,,1,False
/netherlands/moving/tools/visa-cost-calculator,307,/netherlands/visa-cost-calculator/,1,False
/netherlands/moving/tools/moving-cost-calculator,200,,1,False
/netherlands/moving/tools/bsn-readiness-checker,200,,1,False
/netherlands/services/banking-finance,404,,1,False
/netherlands/services/housing-platforms/holland2stay,200,,1,False
/netherlands/services/expat-housing-agencies,404,,1,False
/netherlands/services/international-schools,404,,1,False
/netherlands/money/insurance/health,200,,1,False
/netherlands/services/housing-platforms/flatio,200,,1,False
/netherlands/services/housing-platforms/housinganywhere,200,,1,False
/netherlands/services/housing-platforms/nestpick,200,,1,False
/netherlands/services/housing-platforms/kamernet,200,,1,False
/netherlands/services/housing-platforms/funda,200,,1,False
/netherlands/services/housing-platforms/pararius,200,,1,False
/netherlands/services/housing-platforms/student-experience,200,,1,False
/netherlands/services/housing-platforms/short-stay-group,200,,1,False
/netherlands/services/real-estate-agents,404,,1,False
/netherlands/services/relocation-agencies/altair-global,200,,1,False
/netherlands/services/relocation-agencies/expat2holland,200,,1,False
/netherlands/services/relocation-agencies/access,200,,1,False
/netherlands/services/relocation-agencies/hr-expat-services,200,,1,False
/netherlands/services/relocation-agencies/jimble,200,,1,False
/netherlands/services/relocation-agencies/rsh-relocation-and-immigration-services,200,,1,False
/netherlands/services/relocation-agencies/pasbms-immigration-and-relocation-services,200,,1,False
/netherlands/services/relocation-agencies/relocaid,200,,1,False
/netherlands/services/relocation-services/hr-expat-services,200,,1,False
/netherlands/services/relocation-services/jimble,200,,1,False
/netherlands/services/relocation-services/eurohome-relocation-services,200,,1,False
/netherlands/services/relocation-services/altair-global,200,,1,False
/netherlands/services/relocation-services/expat2holland,200,,1,False
/netherlands/services/relocation-services/pasbms-immigration-and-relocation-services,200,,1,False
/netherlands/services/relocation-services/access,200,,1,False
/netherlands/services/relocation-services/packimpex,200,,1,False
/netherlands/services/relocation-services/relocaid,200,,1,False
/netherlands/services/rental-agencies/corporate-housing-living,200,,1,False
/netherlands/services/relocation-services/rsh-relocation-and-immigration-services,200,,1,False
/netherlands/services/rental-agencies/corporate-housing-factory,200,,1,False
/netherlands/services/relocation-services/utility-direct,200,,1,False
/netherlands/services/rental-agencies/rsh-relocation,200,,1,False
/netherlands/services/rental-agencies/city-retreat,200,,1,False
/netherlands/services/rental-agencies/hr-expat-services,200,,1,False
/netherlands/services/rental-agencies/pasbms,200,,1,False
/netherlands/services/startup-visa-advisors/antler,200,,1,False
/netherlands/services/rental-agencies/relocaid,200,,1,False
/netherlands/services/rental-agencies/serviced-apartments-by-preferred,200,,1,False
/netherlands/services/startup-visa-advisors/42workspace,200,,1,False
/netherlands/services/startup-visa-advisors/builders,200,,1,False
/netherlands/services/startup-visa-advisors/brightlands-campus-heerlen,200,,1,False
/netherlands/services/startup-visa-advisors/cic,200,,1,False
/netherlands/services/startup-visa-advisors/brightlands-chemelot-campus,200,,1,False
/netherlands/services/rental-agencies/woon,200,,1,False
/netherlands/services/relocation-services/royal-de-gruijter-co,200,,1,False
/netherlands/services/startup-visa-advisors/crosspring,200,,1,False
/netherlands/services/rental-agencies/mva-certified-expat-broker,200,,1,False
/netherlands/services/startup-visa-advisors/dutchbasecamp,200,,1,False
/netherlands/services/startup-visa-advisors/dockwize,200,,1,False
/netherlands/services/startup-visa-advisors/inqubator-leeuwarden,200,,1,False
/netherlands/services/startup-visa-advisors/hightechxl,200,,1,False
/netherlands/services/startup-visa-advisors/frank-and-the-backs,200,,1,False
/netherlands/services/startup-visa-advisors/hsd-campus,200,,1,False
/netherlands/services/startup-visa-advisors/imk,200,,1,False
/netherlands/services/startup-visa-advisors/erasmus-centre-for-entrepreneurship,200,,1,False
/netherlands/services/startup-visa-advisors/glass-frog-ventures,200,,1,False
/netherlands/services/startup-visa-advisors/planet-b-io,200,,1,False
/netherlands/services/startup-visa-advisors/space-business-innovation-centre-noordwijk,200,,1,False
/netherlands/services/startup-visa-advisors/novel-t,200,,1,False
/netherlands/services/startup-visa-advisors/nom,200,,1,False
/netherlands/services/startup-visa-advisors/orange-sports-forum,200,,1,False
/netherlands/services/startup-visa-advisors/portxl,200,,1,False
/netherlands/services/startup-visa-advisors/stichting-aerospace-innovation-hub,200,,1,False
/netherlands/services/startup-visa-advisors/startlife,200,,1,False
/netherlands/services/startup-visa-advisors/startdock,200,,1,False
/netherlands/services/startup-visa-advisors/tnw-amsterdam,200,,1,False
/netherlands/services/startup-visa-advisors/unusual-space,200,,1,False
/netherlands/services/startup-visa-advisors/vu-starthub,200,,1,False
/netherlands/services/startup-visa-advisors/utrechtinc,200,,1,False
/netherlands/services/startup-visa-advisors/water-alliance,200,,1,False
/netherlands/services/startup-visa-advisors/we-are-changemakers,200,,1,False
/netherlands/taxes/income-tax-netherlands,200,,1,False
/netherlands/taxes/freelancer-zzp-taxes,200,,1,False
/netherlands/temporary-housing-netherlands,200,,1,False
/netherlands/taxes/tax-advisors-netherlands,200,,1,False
/netherlands/tools/advanced/green-retrofit-planner,200,,1,False
/netherlands/services/startup-visa-advisors/rockstart,200,,1,False
/netherlands/tools/advanced/expat-visa-risk-tax-navigator,200,,1,False
/netherlands/tools/advanced/hidden-compensation-finder,200,,1,False
/netherlands/tools/advanced/rental-deposit-dispute-tool,200,,1,False
/netherlands/tools/advanced/ai-personal-benefits-finder,200,,1,False
/netherlands/tools/advanced/insurance-coverage-gap-detector,200,,1,False
/netherlands/transport,200,,1,False
/netherlands/transport/tools/public-transport-cost-estimator,200,,1,False
/netherlands/transport/tools/bike-vs-public-transport-cost-tool,200,,1,False
/netherlands/work/contracts,200,,1,False
/netherlands/work,200,,1,False
/netherlands/work/tools/compare-payslips-tool,200,,1,False
/netherlands/work/benefits,200,,1,False
/netherlands/zorgtoeslag-netherlands,200,,1,False
/netherlands/work/contracts/checklist,200,,1,False
/netherlands/work/tools/employee-benefits-calculator,200,,1,False
/netherlands/work/tools/job-change-impact-simulator,200,,1,False
/netherlands/work/tools/employment-type-visa-dependency-tool,200,,1,False
/netherlands/work/tools/employment-type-admin-load-tool,200,,1,False
/netherlands/work/tools/compensation-comparison-tool,200,,1,False
/netherlands/tools/advanced,200,,1,True
/netherlands/practical-life/privacy-and-safety-basics-netherlands,200,,1,True
/netherlands/culture/hierarchy-and-flatness,200,,1,True
/netherlands/culture/time-and-boundaries,200,,1,True
